Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"for ([i = 0, i < 3, (i++)])",,,,2022-07-04 19:06:18,2022-07-04 19:06:21,3.161s,PASSED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Get All Complex,,,,2022-07-04 19:06:21,2022-07-04 19:06:24,3.029s,PASSED
"for ([i = 0, i < 2, (i++)])",,,,2022-07-04 19:06:21,2022-07-04 19:06:24,2.412s,PASSED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Get One Complex,,,,2022-07-04 19:06:24,2022-07-04 19:06:28,4.562s,PASSED
"for ([i = 0, i < 4, (i++)])",,,,2022-07-04 19:06:25,2022-07-04 19:06:28,3.801s,PASSED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Get Dropdown,,,,2022-07-04 19:06:28,2022-07-04 19:06:32,3.227s,PASSED
"for ([i = 0, i < 2, (i++)])",,,,2022-07-04 19:06:29,2022-07-04 19:06:32,2.638s,PASSED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Create new Complex,,,,2022-07-04 19:06:32,2022-07-04 19:06:41,9.885s,PASSED
"for ([i = 0, i < 7, (i++)])",,,,2022-07-04 19:06:32,2022-07-04 19:06:41,9.238s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2022-07-04 19:06:41,2022-07-04 19:06:41,0.000s,PASSED
result = slurper.parseText(rslt.getResponseBodyContent()),,,,2022-07-04 19:06:41,2022-07-04 19:06:41,0.001s,PASSED
value = id,,,,2022-07-04 19:06:41,2022-07-04 19:06:41,0.001s,PASSED
admin_ComplexID = value,,,,2022-07-04 19:06:41,2022-07-04 19:06:41,0.000s,PASSED
println(admin_ComplexID),,,,2022-07-04 19:06:41,2022-07-04 19:06:41,0.000s,PASSED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Update Complex,,,,2022-07-04 19:06:41,2022-07-04 19:06:51,9.535s,PASSED
dump = admin_ComplexID,,,,2022-07-04 19:06:42,2022-07-04 19:06:42,0.001s,PASSED
"admin_complexName = ""Anggrek Permai""",,,,2022-07-04 19:06:42,2022-07-04 19:06:42,0.000s,PASSED
"admin_complexDesc = ""ini default untuk test""",,,,2022-07-04 19:06:42,2022-07-04 19:06:42,0.000s,PASSED
"admin_CityID = ""1""",,,,2022-07-04 19:06:42,2022-07-04 19:06:42,0.001s,PASSED
"for ([i = 0, i < 7, (i++)])",,,,2022-07-04 19:06:42,2022-07-04 19:06:51,8.914s,PASSED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Delete Complex,,,,2022-07-04 19:06:51,2022-07-04 19:06:55,3.679s,PASSED
dump = admin_ComplexID,,,,2022-07-04 19:06:52,2022-07-04 19:06:52,0.001s,PASSED
"for ([i = 0, i < 3, (i++)])",,,,2022-07-04 19:06:52,2022-07-04 19:06:55,3.015s,PASSED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_GetAlllBuilding,,,,2022-07-04 19:06:55,2022-07-04 19:06:58,3.046s,PASSED
"for ([i = 0, i < 2, (i++)])",,,,2022-07-04 19:06:55,2022-07-04 19:06:58,2.466s,PASSED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_GetOneBuilding,,,,2022-07-04 19:06:58,2022-07-04 19:07:02,4.320s,PASSED
"for ([i = 0, i < 4, (i++)])",,,,2022-07-04 19:06:58,2022-07-04 19:07:02,3.643s,PASSED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_Create Building,,,,2022-07-04 19:07:02,2022-07-04 19:07:11,9.050s,FAILED
"admin_buildingComplexID = ""1""",,,,2022-07-04 19:07:03,2022-07-04 19:07:03,0.001s,PASSED
"admin_buildingName = ""nama""",,,,2022-07-04 19:07:03,2022-07-04 19:07:03,0.000s,PASSED
"admin_buildingAddress = ""jalan""",,,,2022-07-04 19:07:03,2022-07-04 19:07:03,0.000s,PASSED
"admin_buildingDesc = ""desc""",,,,2022-07-04 19:07:03,2022-07-04 19:07:03,0.000s,PASSED
"for ([i = 0, i < 8, (i++)])",,,,2022-07-04 19:07:03,2022-07-04 19:07:11,8.396s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_UpdateBuilding,,,,2022-07-04 19:07:11,2022-07-04 19:07:22,10.978s,FAILED
"admin_buildingComplexID = ""1""",,,,2022-07-04 19:07:12,2022-07-04 19:07:12,0.001s,PASSED
"admin_buildingName = ""Building Name""",,,,2022-07-04 19:07:12,2022-07-04 19:07:12,0.001s,PASSED
"admin_buildingAddress = ""jalan""",,,,2022-07-04 19:07:12,2022-07-04 19:07:12,0.000s,PASSED
"admin_buildingDesc = ""desc""",,,,2022-07-04 19:07:12,2022-07-04 19:07:12,0.000s,PASSED
dump = admin_BuildingID,,,,2022-07-04 19:07:12,2022-07-04 19:07:12,0.000s,PASSED
"for ([i = 0, i < 8, (i++)])",,,,2022-07-04 19:07:12,2022-07-04 19:07:22,10.316s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_Delete Building,,,,2022-07-04 19:07:22,2022-07-04 19:07:25,3.249s,PASSED
dump = admin_BuildingID,,,,2022-07-04 19:07:23,2022-07-04 19:07:23,0.000s,PASSED
"for ([i = 0, i < 3, (i++)])",,,,2022-07-04 19:07:23,2022-07-04 19:07:25,2.575s,PASSED
