Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"admin_complexDesc = ""ini default untuk test""",,,,2022-07-04 16:36:59,2022-07-04 16:36:59,0.000s,PASSED
"admin_CityID = ""1""",,,,2022-07-04 16:36:59,2022-07-04 16:36:59,0.000s,PASSED
"for ([i = 0, i < 7, (i++)])",,,,2022-07-04 16:36:59,2022-07-04 16:37:28,29.264s,FAILED
,,,,,,,
Test Cases/Admin/TS4_Complex/TC_Delete Complex,,,,2022-07-04 16:37:28,2022-07-04 16:37:43,14.664s,FAILED
dump = admin_ComplexID,,,,2022-07-04 16:37:29,2022-07-04 16:37:29,0.001s,PASSED
"for ([i = 0, i < 3, (i++)])",,,,2022-07-04 16:37:29,2022-07-04 16:37:43,14.400s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_GetAlllBuilding,,,,2022-07-04 16:37:43,2022-07-04 16:37:50,7.517s,FAILED
"for ([i = 0, i < 2, (i++)])",,,,2022-07-04 16:37:43,2022-07-04 16:37:50,7.259s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_GetOneBuilding,,,,2022-07-04 16:37:50,2022-07-04 16:37:58,7.461s,FAILED
"for ([i = 0, i < 4, (i++)])",,,,2022-07-04 16:37:51,2022-07-04 16:37:58,7.182s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_Create Building,,,,2022-07-04 16:37:58,2022-07-04 16:38:06,7.618s,FAILED
"admin_buildingComplexID = ""1""",,,,2022-07-04 16:37:58,2022-07-04 16:37:58,0.000s,PASSED
"admin_buildingName = ""nama""",,,,2022-07-04 16:37:58,2022-07-04 16:37:58,0.001s,PASSED
"admin_buildingAddress = ""jalan""",,,,2022-07-04 16:37:58,2022-07-04 16:37:58,0.000s,PASSED
"admin_buildingDesc = ""desc""",,,,2022-07-04 16:37:58,2022-07-04 16:37:58,0.000s,PASSED
"for ([i = 0, i < 8, (i++)])",,,,2022-07-04 16:37:58,2022-07-04 16:38:06,7.354s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_UpdateBuilding,,,,2022-07-04 16:38:06,2022-07-04 16:38:09,3.921s,FAILED
"admin_buildingComplexID = ""1""",,,,2022-07-04 16:38:06,2022-07-04 16:38:06,0.000s,PASSED
"admin_buildingName = ""Building Name""",,,,2022-07-04 16:38:06,2022-07-04 16:38:06,0.000s,PASSED
"admin_buildingAddress = ""jalan""",,,,2022-07-04 16:38:06,2022-07-04 16:38:06,0.000s,PASSED
"admin_buildingDesc = ""desc""",,,,2022-07-04 16:38:06,2022-07-04 16:38:06,0.000s,PASSED
dump = admin_BuildingID,,,,2022-07-04 16:38:06,2022-07-04 16:38:06,0.000s,PASSED
"for ([i = 0, i < 8, (i++)])",,,,2022-07-04 16:38:06,2022-07-04 16:38:09,3.639s,FAILED
,,,,,,,
Test Cases/Admin/TS2_Building Management/TC_Delete Building,,,,2022-07-04 16:38:09,2022-07-04 16:38:24,14.291s,FAILED
dump = admin_BuildingID,,,,2022-07-04 16:38:10,2022-07-04 16:38:10,0.000s,PASSED
"for ([i = 0, i < 3, (i++)])",,,,2022-07-04 16:38:10,2022-07-04 16:38:24,14.026s,FAILED
